time,x
1.798,1.551523
1.799,1.551038
1.8,1.550557
1.801,1.550083
1.802,1.549613
1.803,1.54915
1.804,1.548691
1.805,1.548239
1.806,1.547792
1.807,1.54735
1.808,1.546914
1.809,1.546483
1.81,1.546058
1.811,1.545638
1.812,1.545224
1.813,1.544815
1.814,1.544412
1.815,1.544014
1.816,1.543621
1.817,1.543234
1.818,1.542852
1.819,1.542476
1.82,1.542104
1.821,1.541738
1.822,1.541378
1.823,1.541022
1.824,1.540672
1.825,1.540327
1.826,1.539987
1.827,1.539652
1.828,1.539322
1.829,1.538997
1.83,1.538678
1.831,1.538363
1.832,1.538054
1.833,1.537749
1.834,1.537449
1.835,1.537155
1.836,1.536865
1.837,1.53658
1.838,1.5363
1.839,1.536024
1.84,1.535754
1.841,1.535488
1.842,1.535227
1.843,1.53497
1.844,1.534719
1.845,1.534472
1.846,1.534229
1.847,1.533991
1.848,1.533758
1.849,1.533529
1.85,1.533305
1.851,1.533085
1.852,1.53287
1.853,1.532659
1.854,1.532452
1.855,1.53225
1.856,1.532052
1.857,1.531858
1.858,1.531669
1.859,1.531484
1.86,1.531303
1.861,1.533082
1.862,1.534868
1.863,1.536685
1.864,1.538552
1.865,1.540485
1.866,1.542495
1.867,1.544591
1.868,1.546781
1.869,1.549072
1.87,1.551468
1.871,1.553973
1.872,1.556592
1.873,1.559326
1.874,1.56218
1.875,1.565154
1.876,1.568251
1.877,1.571473
1.878,1.574822
1.879,1.578299
1.88,1.581906
1.881,1.581186
1.882,1.580543
1.883,1.579938
1.884,1.579339
1.885,1.578724
1.886,1.578073
1.887,1.577373
1.888,1.576612
1.889,1.575785
1.89,1.574884
1.891,1.573906
1.892,1.572847
1.893,1.571708
1.894,1.570486
1.895,1.56918
1.896,1.567792
1.897,1.566321
1.898,1.564768
1.899,1.563133
1.9,1.561418
1.901,1.561384
1.902,1.561255
1.903,1.561051
1.904,1.560791
1.905,1.560487
1.906,1.560149
1.907,1.559786
1.908,1.559402
1.909,1.559003
1.91,1.558592
1.911,1.558173
1.912,1.557746
1.913,1.557313
1.914,1.556877
1.915,1.556437
1.916,1.555995
1.917,1.555551
1.918,1.555106
1.919,1.554659
1.92,1.554212
1.921,1.553892
1.922,1.553572
1.923,1.553253
1.924,1.552936
1.925,1.552623
1.926,1.552314
1.927,1.552009
1.928,1.551709
1.929,1.551415
1.93,1.551126
1.931,1.550843
1.932,1.550567
1.933,1.550297
1.934,1.550033
1.935,1.549776
1.936,1.549526
1.937,1.549283
1.938,1.549047
1.939,1.548819
1.94,1.548598
1.941,1.548258
1.942,1.547926
1.943,1.5476
1.944,1.54728
1.945,1.546965
1.946,1.546655
1.947,1.546348
1.948,1.546046
1.949,1.545747
1.95,1.545452
1.951,1.545161
1.952,1.544872
1.953,1.544588
1.954,1.544306
1.955,1.544028
1.956,1.543754
1.957,1.543483
1.958,1.543216
1.959,1.542952
1.96,1.542691
1.961,1.542434
1.962,1.542181
1.963,1.541931
1.964,1.541685
1.965,1.541442
1.966,1.541203
1.967,1.540968
1.968,1.540736
1.969,1.540507
1.97,1.540282
1.971,1.540061
1.972,1.539844
1.973,1.53963
1.974,1.539419
1.975,1.539212
1.976,1.539009
1.977,1.538809
1.978,1.538612
1.979,1.53842
1.98,1.53823
1.981,1.538044
1.982,1.537862
1.983,1.537683
1.984,1.537507
1.985,1.537335
1.986,1.537166
1.987,1.537001
1.988,1.536839
1.989,1.53668
1.99,1.536525
1.991,1.536373
1.992,1.536224
1.993,1.536079
1.994,1.535936
1.995,1.535797
1.996,1.535662
1.997,1.535529
1.998,1.5354
1.999,1.535273
2,1.53515
2.001,1.527506
2.002,1.519859
2.003,1.512123
2.004,1.504232
2.005,1.496136
2.006,1.487796
2.007,1.479181
2.008,1.470269
2.009,1.461043
2.01,1.451489
2.011,1.441597
2.012,1.43136
2.013,1.420773
2.014,1.409833
2.015,1.398536
2.016,1.386883
2.017,1.374873
2.018,1.362506
2.019,1.349786
2.02,1.336713
2.021,1.330481
2.022,1.323811
2.023,1.316781
2.024,1.309452
2.025,1.301868
2.026,1.294063
2.027,1.286059
2.028,1.277876
2.029,1.269524
2.03,1.261013
2.031,1.252348
2.032,1.243534
2.033,1.234571
2.034,1.225462
2.035,1.216206
2.036,1.206804
2.037,1.197255
2.038,1.187558
2.039,1.177712
2.04,1.167716
2.041,1.161262
2.042,1.154695
2.043,1.148047
2.044,1.141342
2.045,1.1346
2.046,1.127837
2.047,1.121065
2.048,1.114293
2.049,1.107529
2.05,1.10078
2.051,1.094052
2.052,1.087349
2.053,1.080675
2.054,1.074036
2.055,1.067433
2.056,1.06087
2.057,1.054351
2.058,1.04788
2.059,1.041458
2.06,1.035088
2.061,1.029629
2.062,1.024228
2.063,1.018902
2.064,1.01366
2.065,1.008514
2.066,1.00347
2.067,0.998536
2.068,0.993718
2.069,0.989022
2.07,0.98445
2.071,0.980009
2.072,0.9757
2.073,0.971527
2.074,0.967493
2.075,0.9636
2.076,0.959849
2.077,0.956242
2.078,0.952781
2.079,0.949466
2.08,0.946297
2.081,0.941211
2.082,0.936329
2.083,0.931628
2.084,0.927089
2.085,0.922702
2.086,0.918457
2.087,0.914349
2.088,0.910374
2.089,0.90653
2.09,0.902816
2.091,0.899231
2.092,0.895775
2.093,0.892449
2.094,0.889253
2.095,0.886188
2.096,0.883255
2.097,0.880453
2.098,0.877783
2.099,0.875247
2.1,0.872844
2.101,0.868571
2.102,0.864451
2.103,0.860459
2.104,0.856576
2.105,0.852789
2.106,0.849086
2.107,0.845458
2.108,0.841899
2.109,0.838404
2.11,0.834967
2.111,0.831585
2.112,0.828253
2.113,0.82497
2.114,0.821732
2.115,0.818536
2.116,0.815379
2.117,0.812259
2.118,0.809173
2.119,0.806118
2.12,0.803092
2.121,0.799611
2.122,0.796151
2.123,0.792703
2.124,0.78926
2.125,0.785815
2.126,0.782363
2.127,0.778898
2.128,0.775415
2.129,0.77191
2.13,0.768379
2.131,0.764816
2.132,0.761217
2.133,0.757579
2.134,0.753897
2.135,0.750166
2.136,0.746384
2.137,0.742545
2.138,0.738646
2.139,0.734682
2.14,0.73065
2.141,0.727859
2.142,0.724999
2.143,0.72208
2.144,0.719108
2.145,0.71609
2.146,0.713027
2.147,0.709921
2.148,0.706773
2.149,0.703583
2.15,0.70035
2.151,0.697073
2.152,0.69375
2.153,0.690379
2.154,0.686959
2.155,0.683487
2.156,0.679962
2.157,0.676381
2.158,0.672742
2.159,0.669044
2.16,0.665284
2.161,0.663966
2.162,0.662583
2.163,0.66116
2.164,0.659719
2.165,0.658275
2.166,0.65684
2.167,0.655423
2.168,0.654029
2.169,0.652665
2.17,0.651335
2.171,0.65004
2.172,0.648785
2.173,0.647569
2.174,0.646395
2.175,0.645265
2.176,0.644178
2.177,0.643137
2.178,0.642142
2.179,0.641193
2.18,0.640292
2.181,0.639279
2.182,0.638312
2.183,0.63739
2.184,0.636511
2.185,0.635676
2.186,0.634884
2.187,0.634135
2.188,0.633431
2.189,0.632771
2.19,0.632156
2.191,0.631586
2.192,0.631064
2.193,0.63059
2.194,0.630164
2.195,0.629789
2.196,0.629466
2.197,0.629195
2.198,0.628978
2.199,0.628817
2.2,0.628713
2.201,0.627493
2.202,0.62633
2.203,0.625215
2.204,0.624139
2.205,0.623096
2.206,0.622083
2.207,0.621097
2.208,0.620135
2.209,0.619197
2.21,0.618283
2.211,0.617391
2.212,0.616522
2.213,0.615678
2.214,0.614857
2.215,0.614062
2.216,0.613292
2.217,0.612549
2.218,0.611833
2.219,0.611145
2.22,0.610486
2.221,0.61047
2.222,0.610489
2.223,0.610553
2.224,0.610668
2.225,0.61084
2.226,0.611074
2.227,0.611375
2.228,0.611745
2.229,0.612187
2.23,0.612705
2.231,0.613299
2.232,0.613973
2.233,0.614727
2.234,0.615562
2.235,0.616481
2.236,0.617484
2.237,0.618572
2.238,0.619746
2.239,0.621007
2.24,0.622356
2.241,0.622194
2.242,0.622106
2.243,0.622076
2.244,0.62209
2.245,0.622139
2.246,0.622214
2.247,0.622309
2.248,0.622418
2.249,0.622538
2.25,0.622665
2.251,0.622796
2.252,0.622928
2.253,0.623059
2.254,0.623188
2.255,0.623312
2.256,0.62343
2.257,0.62354
2.258,0.623641
2.259,0.623731
2.26,0.623809
2.261,0.624147
2.262,0.624471
2.263,0.624782
2.264,0.625082
2.265,0.62537
2.266,0.625647
2.267,0.625913
2.268,0.626166
2.269,0.626408
2.27,0.626636
2.271,0.626849
2.272,0.627048
2.273,0.627231
2.274,0.627397
2.275,0.627544
2.276,0.627673
2.277,0.627782
2.278,0.627869
2.279,0.627934
2.28,0.627976
2.281,0.628548
2.282,0.629096
2.283,0.629625
2.284,0.630139
2.285,0.63064
2.286,0.631131
2.287,0.631612
2.288,0.632085
2.289,0.63255
2.29,0.633007
2.291,0.633457
2.292,0.6339
2.293,0.634335
2.294,0.634763
2.295,0.635183
2.296,0.635595
2.297,0.635999
2.298,0.636395
2.299,0.636782
2.3,0.637161
2.301,0.637804
2.302,0.638439
2.303,0.639069
2.304,0.639694
2.305,0.640318
2.306,0.640941
2.307,0.641564
2.308,0.642188
2.309,0.642814
2.31,0.643443
2.311,0.644074
2.312,0.644708
2.313,0.645346
2.314,0.645987
2.315,0.646633
2.316,0.647283
2.317,0.647938
2.318,0.648598
2.319,0.649263
2.32,0.649934
2.321,0.650611
2.322,0.651294
2.323,0.651984
2.324,0.65268
2.325,0.653384
2.326,0.654095
2.327,0.654814
2.328,0.655541
2.329,0.656277
2.33,0.657022
2.331,0.657776
2.332,0.658539
2.333,0.659313
2.334,0.660096
2.335,0.660891
2.336,0.661696
2.337,0.662513
2.338,0.663341
2.339,0.664181
2.34,0.665034
2.341,0.664974
2.342,0.664927
2.343,0.664882
2.344,0.664833
2.345,0.664776
2.346,0.664705
2.347,0.664618
2.348,0.664514
2.349,0.66439
2.35,0.664247
2.351,0.664082
2.352,0.663896
2.353,0.663689
2.354,0.66346
2.355,0.663211
2.356,0.662941
2.357,0.66265
2.358,0.662339
2.359,0.662007
2.36,0.661657
2.361,0.661862
2.362,0.662045
2.363,0.662212
2.364,0.66237
2.365,0.662521
2.366,0.662671
2.367,0.662821
2.368,0.662972
2.369,0.663128
2.37,0.663289
2.371,0.663455
2.372,0.663628
2.373,0.663808
2.374,0.663995
2.375,0.664191
2.376,0.664394
2.377,0.664605
2.378,0.664825
2.379,0.665053
2.38,0.66529
2.381,0.666062
2.382,0.666844
2.383,0.667642
2.384,0.668461
2.385,0.669304
2.386,0.670175
2.387,0.671076
2.388,0.67201
2.389,0.672976
2.39,0.673977
2.391,0.675013
2.392,0.676084
2.393,0.677192
2.394,0.678337
2.395,0.679519
2.396,0.680737
2.397,0.681993
2.398,0.683285
2.399,0.684615
2.4,0.685982
2.401,0.686762
2.402,0.687574
2.403,0.688409
2.404,0.689262
2.405,0.690129
2.406,0.691007
2.407,0.691893
2.408,0.692785
2.409,0.693682
2.41,0.694581
2.411,0.695481
2.412,0.696383
2.413,0.697284
2.414,0.698185
2.415,0.699085
2.416,0.699983
2.417,0.70088
2.418,0.701774
2.419,0.702666
2.42,0.703556
2.421,0.704443
2.422,0.705327
2.423,0.706208
2.424,0.707086
2.425,0.707961
2.426,0.708833
2.427,0.709702
2.428,0.710567
2.429,0.711428
2.43,0.712286
2.431,0.713141
2.432,0.713992
2.433,0.714839
2.434,0.715683
2.435,0.716523
2.436,0.717359
2.437,0.718192
2.438,0.719021
2.439,0.719846
2.44,0.720667
2.441,0.721484
2.442,0.722297
2.443,0.723107
2.444,0.723912
2.445,0.724714
2.446,0.725512
2.447,0.726305
2.448,0.727095
2.449,0.727881
2.45,0.728663
2.451,0.72944
2.452,0.730214
2.453,0.730984
2.454,0.731749
2.455,0.732511
2.456,0.733268
2.457,0.734022
2.458,0.734771
2.459,0.735516
2.46,0.736257
2.461,0.736994
2.462,0.737727
2.463,0.738456
2.464,0.739181
2.465,0.739901
2.466,0.740617
2.467,0.74133
2.468,0.742038
2.469,0.742742
2.47,0.743442
2.471,0.744137
2.472,0.744829
2.473,0.745516
2.474,0.746199
2.475,0.746878
2.476,0.747553
2.477,0.748224
2.478,0.74889
2.479,0.749553
2.48,0.750211
2.481,0.750865
2.482,0.751515
2.483,0.75216
2.484,0.752802
2.485,0.753439
2.486,0.754072
2.487,0.754701
2.488,0.755326
2.489,0.755947
2.49,0.756563
2.491,0.757175
2.492,0.757784
2.493,0.758388
2.494,0.758987
2.495,0.759583
2.496,0.760175
2.497,0.760762
2.498,0.761346
2.499,0.761925
2.5,0.7625
2.501,0.763071
2.502,0.763638
2.503,0.7642
2.504,0.764759
2.505,0.765313
2.506,0.765864
2.507,0.76641
2.508,0.766952
2.509,0.76749
2.51,0.768024
2.511,0.768554
2.512,0.76908
2.513,0.769602
2.514,0.77012
2.515,0.770634
2.516,0.771144
2.517,0.771649
2.518,0.772151
2.519,0.772649
2.52,0.773143
2.521,0.773632
2.522,0.774118
2.523,0.7746
2.524,0.775078
2.525,0.775551
2.526,0.776021
2.527,0.776487
2.528,0.776949
2.529,0.777407
2.53,0.777862
2.531,0.778312
2.532,0.778758
2.533,0.779201
2.534,0.779639
2.535,0.780074
2.536,0.780505
2.537,0.780932
2.538,0.781355
2.539,0.781775
2.54,0.782191
2.541,0.782602
2.542,0.78301
2.543,0.783415
2.544,0.783815
2.545,0.784212
2.546,0.784605
2.547,0.784994
2.548,0.78538
2.549,0.785762
2.55,0.78614
2.551,0.786514
2.552,0.786885
2.553,0.787252
2.554,0.787616
2.555,0.787975
2.556,0.788332
2.557,0.788684
2.558,0.789033
2.559,0.789379
2.56,0.789721
2.561,0.790059
2.562,0.790394
2.563,0.790725
2.564,0.791053
2.565,0.791377
2.566,0.791698
2.567,0.792015
2.568,0.792329
2.569,0.792639
2.57,0.792946
2.571,0.793249
2.572,0.793549
2.573,0.793846
2.574,0.794139
2.575,0.794429
2.576,0.794716
2.577,0.794999
2.578,0.795279
2.579,0.795555
2.58,0.795828
2.581,0.79544
2.582,0.795048
2.583,0.794646
2.584,0.794229
2.585,0.793794
2.586,0.793336
2.587,0.792855
2.588,0.792349
2.589,0.791816
2.59,0.791256
2.591,0.790669
2.592,0.790054
2.593,0.789412
2.594,0.788742
2.595,0.788045
2.596,0.787321
2.597,0.78657
2.598,0.785793
2.599,0.78499
2.6,0.784161
2.601,0.775696
2.602,0.767249
2.603,0.758765
2.604,0.750205
2.605,0.741543
2.606,0.732761
2.607,0.723849
2.608,0.714803
2.609,0.705622
2.61,0.696309
2.611,0.686869
2.612,0.67731
2.613,0.667639
2.614,0.657865
2.615,0.647997
2.616,0.638047
2.617,0.628023
2.618,0.617937
2.619,0.6078
2.62,0.597624
2.621,0.5903
2.622,0.582692
2.623,0.574861
2.624,0.566851
2.625,0.558694
2.626,0.55041
2.627,0.542014
2.628,0.533516
2.629,0.524924
2.63,0.516242
2.631,0.507473
2.632,0.498618
2.633,0.48968
2.634,0.480658
2.635,0.471552
2.636,0.462364
2.637,0.453092
2.638,0.443738
2.639,0.4343
2.64,0.42478
2.641,0.418289
2.642,0.411619
2.643,0.404826
2.644,0.397949
2.645,0.391018
2.646,0.384056
2.647,0.377083
2.648,0.370113
2.649,0.363159
2.65,0.356235
2.651,0.34935
2.652,0.342517
2.653,0.335746
2.654,0.329049
2.655,0.32244
2.656,0.315933
2.657,0.309544
2.658,0.303292
2.659,0.297199
2.66,0.291288
2.661,0.285751
2.662,0.280367
2.663,0.275147
2.664,0.270105
2.665,0.265251
2.666,0.260596
2.667,0.256149
2.668,0.25192
2.669,0.247918
2.67,0.24415
2.671,0.240625
2.672,0.23735
2.673,0.234332
2.674,0.231578
2.675,0.229095
2.676,0.226887
2.677,0.224961
2.678,0.223321
2.679,0.221972
2.68,0.220917
2.681,0.215955
2.682,0.211284
2.683,0.206867
2.684,0.20268
2.685,0.1987
2.686,0.194915
2.687,0.191312
2.688,0.187885
2.689,0.184626
2.69,0.181533
2.691,0.178603
2.692,0.175833
2.693,0.173223
2.694,0.17077
2.695,0.168474
2.696,0.166335
2.697,0.164351
2.698,0.162521
2.699,0.160846
2.7,0.159323
2.701,0.15492
2.702,0.150732
2.703,0.146718
2.704,0.142847
2.705,0.139098
2.706,0.135452
2.707,0.131897
2.708,0.128422
2.709,0.12502
2.71,0.121684
2.711,0.118409
2.712,0.115191
2.713,0.112026
2.714,0.10891
2.715,0.10584
2.716,0.102814
2.717,0.099827
2.718,0.096877
2.719,0.093961
2.72,0.091075
2.721,0.087404
2.722,0.083755
2.723,0.080115
2.724,0.076474
2.725,0.072821
2.726,0.069147
2.727,0.065446
2.728,0.061709
2.729,0.05793
2.73,0.054103
2.731,0.050222
2.732,0.046279
2.733,0.04227
2.734,0.038189
2.735,0.034029
2.736,0.029784
2.737,0.02545
2.738,0.021019
2.739,0.016487
2.74,0.011847
2.741,0.008877
2.742,0.005801
2.743,0.002634
2.744,-0.00061
2.745,-0.00394
2.746,-0.00734
2.747,-0.01081
2.748,-0.01435
2.749,-0.01797
2.75,-0.02165
2.751,-0.02541
2.752,-0.02924
2.753,-0.03315
2.754,-0.03713
2.755,-0.04121
2.756,-0.04536
2.757,-0.0496
2.758,-0.05393
2.759,-0.05835
2.76,-0.06287
2.761,-0.06505
2.762,-0.06733
2.763,-0.06969
2.764,-0.07211
2.765,-0.07458
2.766,-0.07708
2.767,-0.07961
2.768,-0.08216
2.769,-0.08473
2.77,-0.08732
2.771,-0.08992
2.772,-0.09253
2.773,-0.09515
2.774,-0.09778
2.775,-0.10041
2.776,-0.10305
2.777,-0.1057
2.778,-0.10836
2.779,-0.11101
2.78,-0.11368
2.781,-0.11524
2.782,-0.11681
2.783,-0.11837
2.784,-0.1199
2.785,-0.12141
2.786,-0.12287
2.787,-0.1243
2.788,-0.12568
2.789,-0.12701
2.79,-0.12828
2.791,-0.1295
2.792,-0.13065
2.793,-0.13174
2.794,-0.13277
2.795,-0.13372
2.796,-0.13461
2.797,-0.13542
2.798,-0.13616
2.799,-0.13681
2.8,-0.13739
2.801,-0.13855
2.802,-0.13963
2.803,-0.14064
2.804,-0.14158
2.805,-0.14245
2.806,-0.14325
2.807,-0.14399
2.808,-0.14467
2.809,-0.14528
2.81,-0.14582
2.811,-0.1463
2.812,-0.14671
2.813,-0.14706
2.814,-0.14734
2.815,-0.14755
2.816,-0.14769
2.817,-0.14777
2.818,-0.14777
2.819,-0.14771
2.82,-0.14757
2.821,-0.14845
2.822,-0.14923
2.823,-0.14993
2.824,-0.15055
2.825,-0.15111
2.826,-0.15161
2.827,-0.15204
2.828,-0.15243
2.829,-0.15276
2.83,-0.15303
2.831,-0.15326
2.832,-0.15343
2.833,-0.15354
2.834,-0.15361
2.835,-0.15362
2.836,-0.15358
2.837,-0.15348
2.838,-0.15333
2.839,-0.15312
2.84,-0.15285
2.841,-0.15344
2.842,-0.15399
2.843,-0.1545
2.844,-0.15498
2.845,-0.15544
2.846,-0.15589
2.847,-0.15632
2.848,-0.15673
2.849,-0.15714
2.85,-0.15754
2.851,-0.15794
2.852,-0.15833
2.853,-0.15872
2.854,-0.15912
2.855,-0.15951
2.856,-0.15991
2.857,-0.16031
2.858,-0.16072
2.859,-0.16114
2.86,-0.16156
2.861,-0.16186
2.862,-0.16217
2.863,-0.1625
2.864,-0.16283
2.865,-0.16318
2.866,-0.16354
2.867,-0.16392
2.868,-0.16431
2.869,-0.16472
2.87,-0.16514
2.871,-0.16559
2.872,-0.16606
2.873,-0.16655
2.874,-0.16706
2.875,-0.1676
2.876,-0.16816
2.877,-0.16875
2.878,-0.16937
2.879,-0.17003
2.88,-0.17071
2.881,-0.17073
2.882,-0.17079
2.883,-0.17087
2.884,-0.17098
2.885,-0.17111
2.886,-0.17126
2.887,-0.17142
2.888,-0.1716
2.889,-0.17179
2.89,-0.172
2.891,-0.17222
2.892,-0.17245
2.893,-0.1727
2.894,-0.17297
2.895,-0.17325
2.896,-0.17354
2.897,-0.17385
2.898,-0.17418
2.899,-0.17453
2.9,-0.17489
2.901,-0.17464
2.902,-0.17441
2.903,-0.17419
2.904,-0.17397
2.905,-0.17376
2.906,-0.17354
2.907,-0.17332
2.908,-0.17309
2.909,-0.17286
2.91,-0.17262
2.911,-0.17237
2.912,-0.17211
2.913,-0.17185
2.914,-0.17157
2.915,-0.17128
2.916,-0.17098
2.917,-0.17067
2.918,-0.17035
2.919,-0.17001
2.92,-0.16966
2.921,-0.16931
2.922,-0.16895
2.923,-0.16857
2.924,-0.16818
2.925,-0.16777
2.926,-0.16734
2.927,-0.1669
2.928,-0.16644
2.929,-0.16595
2.93,-0.16545
2.931,-0.16493
2.932,-0.16439
2.933,-0.16383
2.934,-0.16324
2.935,-0.16263
2.936,-0.16199
2.937,-0.16133
2.938,-0.16065
2.939,-0.15994
2.94,-0.1592
2.941,-0.15878
2.942,-0.15835
2.943,-0.15788
2.944,-0.1574
2.945,-0.1569
2.946,-0.15638
2.947,-0.15584
2.948,-0.15529
2.949,-0.15471
2.95,-0.15412
2.951,-0.15352
2.952,-0.1529
2.953,-0.15226
2.954,-0.1516
2.955,-0.15093
2.956,-0.15024
2.957,-0.14953
2.958,-0.1488
2.959,-0.14806
2.96,-0.14729
2.961,-0.14685
2.962,-0.14638
2.963,-0.1459
2.964,-0.14541
2.965,-0.14491
2.966,-0.14441
2.967,-0.14389
2.968,-0.14337
2.969,-0.14285
2.97,-0.14232
2.971,-0.14178
2.972,-0.14125
2.973,-0.14071
2.974,-0.14016
2.975,-0.13962
2.976,-0.13907
2.977,-0.13852
2.978,-0.13797
2.979,-0.13741
2.98,-0.13686
2.981,-0.13638
2.982,-0.13589
2.983,-0.13541
2.984,-0.13493
2.985,-0.13444
2.986,-0.13397
2.987,-0.13349
2.988,-0.13302
2.989,-0.13256
2.99,-0.1321
2.991,-0.13164
2.992,-0.1312
2.993,-0.13075
2.994,-0.13032
2.995,-0.12989
2.996,-0.12947
2.997,-0.12906
2.998,-0.12866
2.999,-0.12826
3,-0.12788
3.001,-0.12725
3.002,-0.12663
3.003,-0.12602
3.004,-0.12541
3.005,-0.12481
3.006,-0.12421
3.007,-0.12362
3.008,-0.12303
3.009,-0.12244
3.01,-0.12185
3.011,-0.12127
3.012,-0.12068
3.013,-0.1201
3.014,-0.11953
3.015,-0.11895
3.016,-0.11838
3.017,-0.1178
3.018,-0.11724
3.019,-0.11667
3.02,-0.11611
3.021,-0.11555
3.022,-0.11499
3.023,-0.11443
3.024,-0.11388
3.025,-0.11333
3.026,-0.11279
3.027,-0.11225
3.028,-0.11171
3.029,-0.11117
3.03,-0.11064
3.031,-0.11011
3.032,-0.10959
3.033,-0.10907
3.034,-0.10855
3.035,-0.10804
3.036,-0.10753
3.037,-0.10702
3.038,-0.10652
3.039,-0.10602
3.04,-0.10552
3.041,-0.10498
3.042,-0.10444
3.043,-0.1039
3.044,-0.10336
3.045,-0.10283
3.046,-0.1023
3.047,-0.10178
3.048,-0.10125
3.049,-0.10073
3.05,-0.10021
3.051,-0.09969
3.052,-0.09917
3.053,-0.09865
3.054,-0.09813
3.055,-0.09762
3.056,-0.09711
3.057,-0.09659
3.058,-0.09608
3.059,-0.09557
3.06,-0.09506
3.061,-0.09447
3.062,-0.09388
3.063,-0.09329
3.064,-0.0927
3.065,-0.0921
3.066,-0.09151
3.067,-0.09091
3.068,-0.0903
3.069,-0.0897
3.07,-0.08909
3.071,-0.08847
3.072,-0.08785
3.073,-0.08723
3.074,-0.0866
3.075,-0.08597
3.076,-0.08534
3.077,-0.08469
3.078,-0.08405
3.079,-0.08339
3.08,-0.08273
3.081,-0.08221
3.082,-0.08168
3.083,-0.08114
3.084,-0.0806
3.085,-0.08006
3.086,-0.07951
3.087,-0.07897
3.088,-0.07842
3.089,-0.07787
3.09,-0.07732
3.091,-0.07677
3.092,-0.07622
3.093,-0.07566
3.094,-0.07511
3.095,-0.07455
3.096,-0.07399
3.097,-0.07344
3.098,-0.07288
3.099,-0.07232
3.1,-0.07176
3.101,-0.0712
3.102,-0.07064
3.103,-0.07007
3.104,-0.06951
3.105,-0.06894
3.106,-0.06837
3.107,-0.06781
3.108,-0.06724
3.109,-0.06667
3.11,-0.0661
3.111,-0.06553
3.112,-0.06495
3.113,-0.06438
3.114,-0.06381
3.115,-0.06323
3.116,-0.06266
3.117,-0.06208
3.118,-0.0615
3.119,-0.06092
3.12,-0.06034
3.121,-0.05983
3.122,-0.05931
3.123,-0.05879
3.124,-0.05828
3.125,-0.05777
3.126,-0.05725
3.127,-0.05674
3.128,-0.05623
3.129,-0.05573
3.13,-0.05522
3.131,-0.05472
3.132,-0.05422
3.133,-0.05373
3.134,-0.05323
3.135,-0.05274
3.136,-0.05225
3.137,-0.05177
3.138,-0.05129
3.139,-0.05081
3.14,-0.05034
3.141,-0.04993
3.142,-0.04953
3.143,-0.04914
3.144,-0.04875
3.145,-0.04836
3.146,-0.04798
3.147,-0.04761
3.148,-0.04725
3.149,-0.04689
3.15,-0.04654
3.151,-0.04619
3.152,-0.04586
3.153,-0.04553
3.154,-0.04521
3.155,-0.0449
3.156,-0.04459
3.157,-0.0443
3.158,-0.04401
3.159,-0.04374
3.16,-0.04347
3.161,-0.04309
3.162,-0.04271
3.163,-0.04234
3.164,-0.04198
3.165,-0.04163
3.166,-0.04128
3.167,-0.04094
3.168,-0.0406
3.169,-0.04027
3.17,-0.03994
3.171,-0.03962
3.172,-0.03931
3.173,-0.039
3.174,-0.03869
3.175,-0.03839
3.176,-0.0381
3.177,-0.0378
3.178,-0.03752
3.179,-0.03724
3.18,-0.03696
3.181,-0.03664
3.182,-0.03632
3.183,-0.036
3.184,-0.03569
3.185,-0.03539
3.186,-0.03508
3.187,-0.03478
3.188,-0.03449
3.189,-0.03419
3.19,-0.0339
3.191,-0.03361
3.192,-0.03333
3.193,-0.03304
3.194,-0.03276
3.195,-0.03248
3.196,-0.03221
3.197,-0.03193
3.198,-0.03166
3.199,-0.03139
3.2,-0.03112
3.201,-0.03083
3.202,-0.03055
3.203,-0.03026
3.204,-0.02998
3.205,-0.02969
3.206,-0.02941
3.207,-0.02913
3.208,-0.02885
3.209,-0.02856
3.21,-0.02828
3.211,-0.028
3.212,-0.02772
3.213,-0.02744
3.214,-0.02715
3.215,-0.02687
3.216,-0.02659
3.217,-0.0263
3.218,-0.02602
3.219,-0.02573
3.22,-0.02544
3.221,-0.02523
3.222,-0.02501
3.223,-0.02479
3.224,-0.02457
3.225,-0.02435
3.226,-0.02413
3.227,-0.02391
3.228,-0.02369
3.229,-0.02348
3.23,-0.02326
3.231,-0.02305
3.232,-0.02284
3.233,-0.02262
3.234,-0.02241
3.235,-0.0222
3.236,-0.02199
3.237,-0.02179
3.238,-0.02158
3.239,-0.02137
3.24,-0.02117
3.241,-0.02097
3.242,-0.02076
3.243,-0.02056
3.244,-0.02036
3.245,-0.02016
3.246,-0.01996
3.247,-0.01976
3.248,-0.01957
3.249,-0.01937
3.25,-0.01918
3.251,-0.01898
3.252,-0.01879
3.253,-0.01859
3.254,-0.0184
3.255,-0.01821
3.256,-0.01802
3.257,-0.01783
3.258,-0.01764
3.259,-0.01745
3.26,-0.01727
3.261,-0.01708
3.262,-0.01689
3.263,-0.01671
3.264,-0.01652
3.265,-0.01634
3.266,-0.01616
3.267,-0.01598
3.268,-0.01579
3.269,-0.01561
3.27,-0.01543
3.271,-0.01526
3.272,-0.01508
3.273,-0.0149
3.274,-0.01472
3.275,-0.01455
3.276,-0.01437
3.277,-0.0142
3.278,-0.01402
3.279,-0.01385
3.28,-0.01368
3.281,-0.01351
3.282,-0.01333
3.283,-0.01316
3.284,-0.01299
3.285,-0.01283
3.286,-0.01266
3.287,-0.01249
3.288,-0.01232
3.289,-0.01216
3.29,-0.01199
3.291,-0.01183
3.292,-0.01166
